,date,team,inns_number,opposition,ground,dismissal,runs,balls,outs,dots,1s,2s,3s,4s,5s,6s,SR,Control%
984,2022-05-03,Gujarat Titans,1,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",,4,2,0,1,0,0,0,1,0,0,200.0,100.0
1031,2022-05-03,Gujarat Titans,1,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",,8,3,0,1,0,0,0,2,0,0,266.67,66.67
480,2022-05-03,Gujarat Titans,1,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",,8,4,0,2,0,0,0,2,0,0,200.0,50.0
2091,2022-05-03,Gujarat Titans,1,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",,9,5,0,2,1,0,0,2,0,0,180.0,60.0
50,2022-05-03,Gujarat Titans,1,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",run out,9,6,1,3,1,0,0,2,0,0,150.0,66.67
691,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
48,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,0,2,0,2,0,0,0,0,0,0,0.0,100.0
1629,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,1,3,0,2,1,0,0,0,0,0,33.33,100.0
612,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,1,4,0,3,1,0,0,0,0,0,25.0,75.0
1389,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,3,5,0,3,1,1,0,0,0,0,60.0,80.0
239,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,3,6,0,4,1,1,0,0,0,0,50.0,83.33
379,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,3,7,0,5,1,1,0,0,0,0,42.86,85.71
1979,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,4,8,0,5,2,1,0,0,0,0,50.0,75.0
828,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,10,9,0,5,2,1,0,0,0,1,111.11,77.78
258,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,10,10,0,6,2,1,0,0,0,1,100.0,80.0
1052,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,14,11,0,6,2,1,0,1,0,1,127.27,81.82
1988,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,15,12,0,6,3,1,0,1,0,1,125.0,83.33
2294,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,16,13,0,6,4,1,0,1,0,1,123.08,84.62
110,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,16,14,0,7,4,1,0,1,0,1,114.29,85.71
1676,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,17,15,0,7,5,1,0,1,0,1,113.33,86.67
1999,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,18,16,0,7,6,1,0,1,0,1,112.5,87.5
2302,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,19,17,0,7,7,1,0,1,0,1,111.76,88.24
1494,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,20,18,0,7,8,1,0,1,0,1,111.11,83.33
1113,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,24,19,0,7,8,1,0,2,0,1,126.32,84.21
1163,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,28,20,0,7,8,1,0,3,0,1,140.0,85.0
1209,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,32,21,0,7,8,1,0,4,0,1,152.38,85.71
418,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,32,22,0,8,8,1,0,4,0,1,145.45,86.36
878,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,38,23,0,8,8,1,0,4,0,2,165.22,86.96
653,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,38,24,0,9,8,1,0,4,0,2,158.33,87.5
1210,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,42,25,0,9,8,1,0,5,0,2,168.0,88.0
289,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,42,26,0,10,8,1,0,5,0,2,161.54,88.46
1061,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,46,27,0,10,8,1,0,6,0,2,170.37,88.89
2027,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,47,28,0,10,9,1,0,6,0,2,167.86,89.29
775,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,47,29,0,11,9,1,0,6,0,2,162.07,89.66
295,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,47,30,0,12,9,1,0,6,0,2,156.67,90.0
1892,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,48,31,0,12,10,1,0,6,0,2,154.84,90.32
2189,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,49,32,0,12,11,1,0,6,0,2,153.12,90.62
1725,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,50,33,0,12,12,1,0,6,0,2,151.52,90.91
2038,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,51,34,0,12,13,1,0,6,0,2,150.0,91.18
2375,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",,52,35,0,12,14,1,0,6,0,2,148.57,91.43
150,2022-05-06,Gujarat Titans,2,Mumbai Indians,"Brabourne Stadium, Mumbai",caught,52,36,1,13,14,1,0,6,0,2,144.44,91.67
2250,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,1,1,0,0,1,0,0,0,0,0,100.0,0.0
20,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,1,2,0,1,1,0,0,0,0,0,50.0,0.0
1609,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,2,3,0,1,2,0,0,0,0,0,66.67,33.33
47,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,2,4,0,2,2,0,0,0,0,0,50.0,50.0
1628,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,3,5,0,2,3,0,0,0,0,0,60.0,60.0
1190,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,7,6,0,2,3,0,0,1,0,0,116.67,66.67
2113,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,8,7,0,2,4,0,0,1,0,0,114.29,57.14
1461,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,9,8,0,2,5,0,0,1,0,0,112.5,62.5
1095,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,13,9,0,2,5,0,0,2,0,0,144.44,66.67
621,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,13,10,0,3,5,0,0,2,0,0,130.0,70.0
2280,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,14,11,0,3,6,0,0,2,0,0,127.27,72.73
99,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,14,12,0,4,6,0,0,2,0,0,116.67,75.0
252,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,14,13,0,5,6,0,0,2,0,0,107.69,76.92
1049,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,18,14,0,5,6,0,0,3,0,0,128.57,78.57
1987,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,19,15,0,5,7,0,0,3,0,0,126.67,80.0
1482,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,20,16,0,5,8,0,0,3,0,0,125.0,81.25
399,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,20,17,0,6,8,0,0,3,0,0,117.65,82.35
1998,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,21,18,0,6,9,0,0,3,0,0,116.67,83.33
759,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,21,19,0,7,9,0,0,3,0,0,110.53,84.21
1685,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,22,20,0,7,10,0,0,3,0,0,110.0,85.0
2153,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,23,21,0,7,11,0,0,3,0,0,109.52,85.71
1510,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,24,22,0,7,12,0,0,3,0,0,109.09,81.82
539,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,24,23,0,8,12,0,0,3,0,0,104.35,82.61
2166,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,25,24,0,8,13,0,0,3,0,0,104.17,83.33
1873,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,26,25,0,8,14,0,0,3,0,0,104.0,84.0
1226,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,30,26,0,8,14,0,0,4,0,0,115.38,84.62
1302,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,32,27,0,8,14,1,0,4,0,0,118.52,85.19
1886,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,33,28,0,8,15,1,0,4,0,0,117.86,85.71
1171,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,37,29,0,8,15,1,0,5,0,0,127.59,86.21
2355,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,38,30,0,8,16,1,0,5,0,0,126.67,86.67
1549,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,39,31,0,8,17,1,0,5,0,0,125.81,87.1
2371,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,40,32,0,8,18,1,0,5,0,0,125.0,87.5
1268,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,42,33,0,8,18,2,0,5,0,0,127.27,87.88
302,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,42,34,0,9,18,2,0,5,0,0,123.53,88.24
1905,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,43,35,0,9,19,2,0,5,0,0,122.86,88.57
2197,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,44,36,0,9,20,2,0,5,0,0,122.22,88.89
2204,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,45,37,0,9,21,2,0,5,0,0,121.62,89.19
1746,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,46,38,0,9,22,2,0,5,0,0,121.05,89.47
2211,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,47,39,0,9,23,2,0,5,0,0,120.51,89.74
1759,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,48,40,0,9,24,2,0,5,0,0,120.0,90.0
2220,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,49,41,0,9,25,2,0,5,0,0,119.51,90.24
1585,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,50,42,0,9,26,2,0,5,0,0,119.05,90.48
1072,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,54,43,0,9,26,2,0,6,0,0,125.58,90.7
1133,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,58,44,0,9,26,2,0,7,0,0,131.82,90.91
680,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,58,44,0,9,26,2,0,7,0,0,131.82,93.18
2396,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,59,45,0,9,27,2,0,7,0,0,131.11,93.33
1772,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,60,46,0,9,28,2,0,7,0,0,130.43,93.48
2066,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,61,47,0,9,29,2,0,7,0,0,129.79,93.62
1776,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,62,48,0,9,30,2,0,7,0,0,129.17,93.75
1596,2022-05-10,Gujarat Titans,1,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",,63,49,0,9,31,2,0,7,0,0,128.57,93.88
35,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
1616,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,1,2,0,1,1,0,0,0,0,0,50.0,100.0
2108,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,2,3,0,1,2,0,0,0,0,0,66.67,100.0
68,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,2,4,0,2,2,0,0,0,0,0,50.0,100.0
228,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,2,5,0,3,2,0,0,0,0,0,40.0,100.0
1042,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,6,6,0,3,2,0,0,1,0,0,100.0,100.0
1969,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,7,7,0,3,3,0,0,1,0,0,100.0,100.0
101,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,7,8,0,4,3,0,0,1,0,0,87.5,100.0
257,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,7,9,0,5,3,0,0,1,0,0,77.78,100.0
392,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,7,10,0,6,3,0,0,1,0,0,70.0,100.0
1107,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,11,11,0,6,3,0,0,2,0,0,100.0,100.0
1156,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,15,12,0,6,3,0,0,3,0,0,125.0,100.0
753,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,15,13,0,7,3,0,0,3,0,0,115.38,100.0
1678,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,16,14,0,7,4,0,0,3,0,0,114.29,100.0
2002,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,17,15,0,7,5,0,0,3,0,0,113.33,100.0
2305,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",,18,16,0,7,6,0,0,3,0,0,112.5,100.0
115,2022-05-15,Gujarat Titans,2,Chennai Super Kings,"Wankhede Stadium, Mumbai",leg before wicket,18,17,1,8,6,0,0,3,0,0,105.88,94.12
1437,2022-05-19,Gujarat Titans,1,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
607,2022-05-19,Gujarat Titans,1,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",,1,2,0,1,1,0,0,0,0,0,50.0,100.0
718,2022-05-19,Gujarat Titans,1,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",,1,3,0,2,1,0,0,0,0,0,33.33,66.67
364,2022-05-19,Gujarat Titans,1,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",caught,1,4,1,3,1,0,0,0,0,0,25.0,50.0
32,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
988,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,4,2,0,1,0,0,0,1,0,0,200.0,100.0
1801,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,5,3,0,1,1,0,0,1,0,0,166.67,66.67
1451,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,6,4,0,1,2,0,0,1,0,0,150.0,75.0
72,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,6,5,0,2,2,0,0,1,0,0,120.0,80.0
233,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,6,6,0,3,2,0,0,1,0,0,100.0,83.33
372,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,6,7,0,4,2,0,0,1,0,0,85.71,85.71
502,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,6,8,0,5,2,0,0,1,0,0,75.0,87.5
2118,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,7,9,0,5,3,0,0,1,0,0,77.78,88.89
1098,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,11,10,0,5,3,0,0,2,0,0,110.0,80.0
1151,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,15,11,0,5,3,0,0,3,0,0,136.36,81.82
2287,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,16,12,0,5,4,0,0,3,0,0,133.33,83.33
95,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,16,12,0,5,4,0,0,3,0,0,133.33,83.33
849,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,22,13,0,5,4,0,0,3,0,1,169.23,84.62
1053,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,26,14,0,5,4,0,0,4,0,1,185.71,85.71
1108,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,30,15,0,5,4,0,0,5,0,1,200.0,86.67
2138,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,31,16,0,5,5,0,0,5,0,1,193.75,87.5
273,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,31,17,0,6,5,0,0,5,0,1,182.35,82.35
1855,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,32,18,0,6,6,0,0,5,0,1,177.78,83.33
2150,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,33,19,0,6,7,0,0,5,0,1,173.68,84.21
1501,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",,34,20,0,6,8,0,0,5,0,1,170.0,85.0
2155,2022-05-24,Gujarat Titans,2,Rajasthan Royals,"Eden Gardens, Kolkata",run out,35,21,1,6,9,0,0,5,0,1,166.67,85.71
472,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,0,1,0,1,0,0,0,0,0,0,0.0,0.0
591,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,0,2,0,2,0,0,0,0,0,0,0.0,50.0
1182,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,3,0,2,0,0,0,1,0,0,133.33,66.67
53,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,4,0,3,0,0,0,1,0,0,100.0,75.0
222,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,5,0,4,0,0,0,1,0,0,80.0,80.0
368,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,6,0,5,0,0,0,1,0,0,66.67,83.33
495,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,7,0,6,0,0,0,1,0,0,57.14,85.71
613,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,8,0,7,0,0,0,1,0,0,50.0,75.0
730,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,4,9,0,8,0,0,0,1,0,0,44.44,77.78
1467,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,5,10,0,8,1,0,0,1,0,0,50.0,80.0
105,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,5,11,0,9,1,0,0,1,0,0,45.45,81.82
262,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,5,12,0,10,1,0,0,1,0,0,41.67,83.33
1843,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,6,13,0,10,2,0,0,1,0,0,46.15,84.62
1206,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,10,14,0,10,2,0,0,2,0,0,71.43,85.71
401,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,10,15,0,11,2,0,0,2,0,0,66.67,86.67
2001,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,11,16,0,11,3,0,0,2,0,0,68.75,87.5
2303,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,12,17,0,11,4,0,0,2,0,0,70.59,88.24
123,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,12,18,0,12,4,0,0,2,0,0,66.67,88.89
279,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,12,19,0,13,4,0,0,2,0,0,63.16,89.47
1867,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,13,20,0,13,5,0,0,2,0,0,65.0,90.0
2160,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,14,21,0,13,6,0,0,2,0,0,66.67,85.71
1514,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,15,22,0,13,7,0,0,2,0,0,68.18,86.36
1211,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,19,23,0,13,7,0,0,3,0,0,82.61,82.61
1713,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,20,24,0,13,8,0,0,3,0,0,83.33,83.33
1372,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,22,25,0,13,8,1,0,3,0,0,88.0,84.0
2351,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,23,26,0,13,9,1,0,3,0,0,88.46,84.62
1263,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,25,27,0,13,9,2,0,3,0,0,92.59,85.19
1719,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,26,28,0,13,10,2,0,3,0,0,92.86,85.71
1730,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,27,29,0,13,11,2,0,3,0,0,93.1,86.21
1407,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,29,30,0,13,11,3,0,3,0,0,96.67,86.67
1327,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,31,31,0,13,11,4,0,3,0,0,100.0,87.1
557,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,31,32,0,14,11,4,0,3,0,0,96.88,84.38
786,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,31,33,0,15,11,4,0,3,0,0,93.94,84.85
1751,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,32,34,0,15,12,4,0,3,0,0,94.12,82.35
2390,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,33,35,0,15,13,4,0,3,0,0,94.29,82.86
1276,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,35,36,0,15,13,5,0,3,0,0,97.22,83.33
1762,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,36,37,0,15,14,5,0,3,0,0,97.3,83.78
2227,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,37,38,0,15,15,5,0,3,0,0,97.37,84.21
171,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,37,39,0,16,15,5,0,3,0,0,94.87,82.05
1773,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,38,40,0,16,16,5,0,3,0,0,95.0,82.5
570,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,38,41,0,17,16,5,0,3,0,0,92.68,82.93
2236,2022-05-29,Gujarat Titans,2,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",,39,42,0,17,17,5,0,3,0,0,92.86,83.33
