,p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
74246,1254082,1,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,6,7.06,six,6,False,,1070173,8,0,0,0,0,32,26,2.0,1,16,58,1,48,,72,7.25,,,120,2021-04-29,2021,"Narendra Modi Stadium, Ahmedabad",India,Delhi Capitals,Delhi Capitals,IPL,RHB,SLA,spin bowler,6,1,6,True,355,222,3,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SWEEP,1.0,163,46.4
74247,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,1,1.01,no run,0,False,,1070173,2,0,0,0,0,1,2,0.1,0,0,9,0,7,119.0,113,7.71,6.31,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,173,193,5,ON_THE_STUMPS,FULL,DEFENDED,1.0,162,85.77
74248,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,2,1.02,six,6,False,,1070173,2,0,0,0,0,7,3,0.2,0,6,15,0,8,113.0,112,11.25,6.05,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,6,1,6,True,144,354,5,ON_THE_STUMPS,FULL,STRAIGHT_DRIVE,1.0,167,88.58
74249,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,3,1.03,no run,0,False,,1070173,2,0,0,0,0,7,4,0.3,0,6,15,0,9,113.0,111,10.0,6.1,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,159,188,5,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,167,88.57
74250,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,4,1.04,no run,0,False,,1070173,2,0,0,0,0,7,5,0.4,0,6,15,0,10,113.0,110,9.0,6.16,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,130,195,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,165,88.04
74251,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,5,1.05,run,1,False,,1070173,2,0,0,0,0,8,6,0.5,0,7,16,0,11,112.0,109,8.72,6.16,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,251,203,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,165,88.25
74252,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,1,3.01,run,1,False,,1070173,4,0,0,0,0,11,9,1.1,0,8,23,0,19,105.0,101,7.26,6.23,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,133,295,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,160,88.75
74253,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,4,3.04,no run,0,False,,1070173,4,0,0,0,0,11,10,1.4,0,9,24,0,22,104.0,98,6.54,6.36,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,179,199,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,157,87.94
74254,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,5,3.05,run,1,False,,1070173,4,0,0,0,0,12,11,1.5,0,10,25,0,23,103.0,97,6.52,6.37,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,129,302,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,156,87.78
74255,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,1,7.01,run,1,False,,1070173,8,0,0,0,0,27,21,2.1,0,12,53,2,43,75.0,77,7.39,5.84,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,116,153,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DAB,1.0,162,90.62
74256,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,4,7.04,no run,0,False,,1070173,8,0,0,0,0,27,22,2.4,0,13,54,2,46,74.0,74,7.04,6.0,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,157,185,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,159,90.16
74257,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,5,7.05,no run,0,False,,1070173,8,0,0,0,0,27,23,2.5,0,13,54,2,47,74.0,73,6.89,6.08,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,174,193,5,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,158,89.86
74258,1254092,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,6,7.06,no run,0,False,,1070173,8,0,0,0,0,27,24,3.0,0,13,54,2,48,74.0,72,6.75,6.16,128.0,120,2021-09-28,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,134,169,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,REVERSE_SWEEP,1.0,156,88.69
74259,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,1,3.01,no run,0,False,,1070173,4,0,0,0,0,11,9,0.1,0,0,21,0,19,115.0,101,6.63,6.83,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,252,177,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,155,80.79
74260,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,2,3.02,run,1,False,,1070173,4,0,0,0,0,12,10,0.2,0,1,22,0,20,114.0,100,6.6,6.84,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,248,197,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,154,80.47
74261,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,6,3.06,run,1,False,,1070173,4,0,0,0,0,13,11,1.0,0,9,30,0,24,106.0,96,7.5,6.62,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,124,306,5,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,159,84.98
74262,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,6,9.06,no run,0,False,,1070173,10,0,0,0,0,26,26,1.5,0,17,75,0,59,61.0,61,7.62,6.0,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,134,204,6,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,161,94.38
74263,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,7,9.07,run,1,False,,1070173,10,0,0,0,0,27,27,2.0,0,18,76,0,60,60.0,60,7.6,6.0,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,290,200,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,160,94.27
74264,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,1,11.01,run,1,False,,1070173,12,0,0,0,0,30,30,2.1,0,19,89,0,67,47.0,53,7.97,5.32,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,237,313,4,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,165,97.17
74265,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,3,11.03,no run,0,False,,1070173,12,0,0,0,0,30,31,2.3,0,20,90,0,69,46.0,51,7.82,5.41,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,173,201,5,ON_THE_STUMPS,YORKER,DEFENDED,1.0,163,97.03
74266,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,4,11.04,run,1,False,,1070173,12,0,0,0,0,31,32,2.4,0,21,91,0,70,45.0,50,7.8,5.4,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,335,203,3,ON_THE_STUMPS,FULL,SWEEP_SHOT,1.0,163,97.19
74267,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,6,11.06,no run,0,False,,1070173,12,0,0,0,0,31,33,3.0,0,22,92,0,72,44.0,48,7.66,5.5,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,0,0,0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,0.0,162,97.14
74268,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,1,13.01,run,1,False,,1070173,14,0,0,0,0,33,35,3.1,0,23,99,1,79,37.0,41,7.51,5.41,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,269,301,4,OUTSIDE_OFFSTUMP,FULL,ON_DRIVE,1.0,156,96.64
74269,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,3,13.03,run,1,False,,1070173,14,0,0,0,0,34,36,3.3,0,25,101,1,81,35.0,39,7.48,5.38,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,1,1,1,True,241,211,3,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,156,97.06
74270,1254116,2,Shubman Gill,1070173,Kolkata Knight Riders,Axar Patel,554691,Delhi Capitals,6,13.06,no run,0,False,,1070173,14,0,0,0,0,34,37,4.0,0,32,108,1,84,28.0,36,7.71,4.66,136.0,120,2021-10-13,2021,Sharjah Cricket Stadium,United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,SLA,spin bowler,0,1,0,True,0,0,0,ON_THE_STUMPS,GOOD_LENGTH,SWEEP_SHOT,0.0,163,98.88
74271,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,2,4.02,six,6,False,,1070173,5,0,0,0,0,22,12,0.2,0,7,35,1,26,,94,8.07,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,6,1,6,True,331,61,2,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SWEEP,1.0,163,49.3
74272,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,3,4.03,run,1,False,,1070173,5,0,0,0,0,23,13,0.3,0,8,36,1,27,,93,8.0,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,1,1,1,True,44,235,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,166,52.66
74273,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,6,7.06,run,1,False,,1070173,8,0,0,0,0,29,18,2.0,0,12,53,2,48,,72,6.62,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,1,1,1,True,59,274,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,155,40.42
74274,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,2,10.02,run,1,False,,1070173,11,0,0,0,0,35,24,2.2,0,14,68,2,62,,58,6.58,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,1,1,1,True,105,193,6,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,153,38.27
74275,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,4,10.04,run,1,False,,1070173,11,0,0,0,0,36,25,2.4,0,16,70,2,64,,56,6.56,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,1,1,1,True,265,291,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,0.0,153,38.27
74276,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,1,15.01,no run,0,False,,1070173,16,0,0,0,0,67,39,3.1,0,21,120,3,91,,29,7.91,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,0,1,0,True,0,0,0,OUTSIDE_OFFSTUMP,FULL,REVERSE_SWEEP,0.0,165,51.54
74277,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,2,15.02,run,1,False,,1070173,16,0,0,0,0,68,40,3.2,0,22,121,3,92,,28,7.89,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,1,1,1,True,270,300,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,1.0,164,50.42
74278,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,4,15.04,six,6,False,,1070173,16,0,0,0,0,74,41,3.4,0,29,128,3,94,,26,8.17,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,6,1,6,True,335,286,3,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SWEEP,1.0,168,54.89
74279,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,5,15.05,run,2,False,,1070173,16,0,0,0,0,76,42,3.5,0,31,130,3,95,,25,8.21,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,2,1,2,True,51,257,6,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,169,55.99
74280,1304056,1,Shubman Gill,1070173,Gujarat Titans,Axar Patel,554691,Delhi Capitals,6,15.06,six,6,False,,1070173,16,0,0,0,0,82,43,4.0,0,37,136,3,96,,24,8.5,,,120,2022-04-02,2022,"Maharashtra Cricket Association Stadium, Pune",India,Gujarat Titans,Delhi Capitals,IPL,RHB,SLA,spin bowler,6,1,6,True,194,360,4,ON_THE_STUMPS,FULL,STRAIGHT_DRIVE,1.0,174,61.39
75014,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,1,9.01,run,1,False,,1070173,10,0,0,0,0,24,22,0.1,0,1,91,1,55,93.0,65,9.92,8.58,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,326,138,2,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,195,73.24
75015,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,3,9.03,four,4,False,,1070173,10,0,0,0,0,28,23,0.3,0,6,96,1,57,88.0,63,10.1,8.38,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,4,1,4,True,30,267,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,197,77.41
75016,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,4,9.04,no run,0,False,,1070173,10,0,0,0,0,28,24,0.4,0,6,96,1,58,88.0,62,9.93,8.51,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,0,1,0,True,126,197,6,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,196,76.26
75017,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,5,9.05,no run,0,False,,1070173,10,0,0,0,0,28,25,0.5,0,6,96,1,59,88.0,61,9.76,8.65,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,0,1,0,True,120,181,6,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,195,75.02
75018,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,6,9.06,run,2,False,,1070173,10,0,0,0,0,30,26,1.0,0,8,98,1,60,86.0,60,9.8,8.6,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,2,1,2,True,300,201,3,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,196,77.03
75019,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,1,11.01,run,1,False,,1070173,12,0,0,0,0,33,30,1.1,0,9,103,2,67,81.0,53,9.22,9.16,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,309,209,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,189,64.33
75020,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,4,11.04,run,1,False,,1070173,12,0,0,0,0,34,31,1.3,0,12,106,2,69,78.0,51,9.21,9.17,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,40,179,6,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,189,65.66
75021,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,1,15.01,run,1,False,,1070173,16,0,0,0,0,54,41,2.1,0,17,152,3,91,32.0,29,10.02,6.62,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,69,203,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,203,95.81
75022,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,3,15.03,run,2,False,,1070173,16,0,0,0,0,56,42,2.3,0,20,155,3,93,29.0,27,10.0,6.44,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,2,1,2,True,334,202,3,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,203,96.65
75023,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,4,15.04,no run,0,False,,1070173,16,0,0,0,0,56,43,2.4,0,20,155,3,94,29.0,26,9.89,6.69,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,0,1,0,True,89,187,6,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,201,96.21
75024,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,5,15.05,no run,0,False,,1070173,16,0,0,0,0,56,44,2.5,0,20,155,3,95,29.0,25,9.78,6.96,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,0,1,0,True,139,185,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,199,95.63
75025,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,6,15.06,run,2,False,,1070173,16,0,0,0,0,58,45,3.0,0,22,157,3,96,27.0,24,9.81,6.75,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,2,1,2,True,322,130,2,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,200,95.96
75026,1178427,2,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Punjab Kings,2,17.02,run,1,False,,1070173,18,0,0,0,0,65,49,3.2,0,24,168,3,104,16.0,16,9.69,6.0,184.0,120,2019-05-03,2019,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,246,313,4,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,196,97.86
75027,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,1,1.01,no run,0,False,,1070173,2,0,0,0,0,1,3,0.1,0,0,7,0,7,,113,6.0,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,0,1,0,True,184,199,4,ON_THE_STUMPS,FULL,STRAIGHT_DRIVE,1.0,172,54.32
75028,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,2,1.02,run,1,False,,1070173,2,0,0,0,0,2,4,0.2,0,1,8,0,8,,112,6.0,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,167,243,5,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,172,54.32
75029,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,6,1.06,run,1,False,,1070173,2,0,0,0,0,3,5,1.0,0,2,10,0,12,,108,5.0,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,135,152,7,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DAB,1.0,167,48.78
75030,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,1,3.01,run,1,False,,1070173,4,0,0,0,0,10,9,1.1,0,3,26,0,19,,101,8.21,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,136,160,7,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DAB,1.0,177,59.77
75031,1216501,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,4,3.04,run,1,False,,1070173,4,0,0,0,0,11,10,1.4,0,9,32,0,22,,98,8.72,,,120,2020-10-07,2020,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,Kolkata Knight Riders,Kolkata Knight Riders,IPL,RHB,LMF,pace bowler,1,1,1,True,117,187,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,179,61.88
75032,1216536,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,1,1.01,run,1,False,,1070173,2,0,0,0,0,10,4,0.1,0,1,14,0,7,,113,12.0,,,120,2020-10-29,2020,Dubai International Cricket Stadium,United Arab Emirates,Chennai Super Kings,Chennai Super Kings,IPL,RHB,LMF,pace bowler,1,1,1,True,45,187,6,ON_THE_STUMPS,FULL,FLICK,0.0,171,58.7
75033,1216536,1,Shubman Gill,1070173,Kolkata Knight Riders,Sam Curran,662973,Chennai Super Kings,6,1.06,run,1,False,,1070173,2,0,0,0,0,11,5,1.0,0,3,16,0,12,,108,8.0,,,120,2020-10-29,2020,Dubai International Cricket Stadium,United Arab Emirates,Chennai Super Kings,Chennai Super Kings,IPL,RHB,LMF,pace bowler,1,1,1,True,230,201,3,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PUSH,1.0,165,52.19
